NL input,Key Values,Cypher Query
"If a Customer is associated with more than 5 Orders, the customer must be correlated with at least 2 Payment Methods.","Activity: [], EntityType: [""Customer"", ""Order"", ""Payment Method""], Actor: []","MATCH (ent1:Entity {EntityType: ""Customer""})-[:REL]-(ent2:Entity {EntityType: ""Order""}) WITH ent1, COUNT(DISTINCT ent2) AS orderCount WHERE orderCount > 5 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Payment Method""}) WITH ent1, COUNT(DISTINCT ent3) AS paymentMethodCount WHERE paymentMethodCount < 2 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
"If a Library has more than 100 Books, it must have at least 5 Librarians.","Activity: [], EntityType: [""Library"", ""Book"", ""Librarian""], Actor: []","MATCH (ent1:Entity {EntityType: ""Library""})-[:REL]-(ent2:Entity {EntityType: ""Book""}) WITH ent1, COUNT(DISTINCT ent2) AS bookCount WHERE bookCount > 100 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Librarian""}) WITH ent1, COUNT(DISTINCT ent3) AS librarianCount WHERE librarianCount < 5 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
A Hospital with more than 50 Patients must have at least 10 Doctors.,"Activity: [], EntityType: [""Hospital"", ""Patient"", ""Doctor""], Actor: []","MATCH (ent1:Entity {EntityType: ""Hospital""})-[:REL]-(ent2:Entity {EntityType: ""Patient""}) WITH ent1, COUNT(DISTINCT ent2) AS patientCount WHERE patientCount > 50 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Doctor""}) WITH ent1, COUNT(DISTINCT ent3) AS doctorCount WHERE doctorCount < 10 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
"If a Restaurant has more than 30 Menu Items, it must have at least 3 Chefs.","Activity: [], EntityType: [""Restaurant"", ""Menu Item"", ""Chef""], Actor: []","MATCH (ent1:Entity {EntityType: ""Restaurant""})-[:REL]-(ent2:Entity {EntityType: ""Menu Item""}) WITH ent1, COUNT(DISTINCT ent2) AS menuItemCount WHERE menuItemCount > 30 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Chef""}) WITH ent1, COUNT(DISTINCT ent3) AS chefCount WHERE chefCount < 3 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
A School with more than 20 Classes must have at least 5 Teachers.,"Activity: [], EntityType: [""School"", ""Class"", ""Teacher""], Actor: []","MATCH (ent1:Entity {EntityType: ""School""})-[:REL]-(ent2:Entity {EntityType: ""Class""}) WITH ent1, COUNT(DISTINCT ent2) AS classCount WHERE classCount > 20 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Teacher""}) WITH ent1, COUNT(DISTINCT ent3) AS teacherCount WHERE teacherCount < 5 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
"If a Warehouse has more than 200 Products, it must have at least 10 Suppliers.","Activity: [], EntityType: [""Warehouse"", ""Product"", ""Supplier""], Actor: []","MATCH (ent1:Entity {EntityType: ""Warehouse""})-[:REL]-(ent2:Entity {EntityType: ""Product""}) WITH ent1, COUNT(DISTINCT ent2) AS productCount WHERE productCount > 200 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Supplier""}) WITH ent1, COUNT(DISTINCT ent3) AS supplierCount WHERE supplierCount < 10 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
A Gym with more than 100 Members must have at least 5 Trainers.,"Activity: [], EntityType: [""Gym"", ""Member"", ""Trainer""], Actor: []","MATCH (ent1:Entity {EntityType: ""Gym""})-[:REL]-(ent2:Entity {EntityType: ""Member""}) WITH ent1, COUNT(DISTINCT ent2) AS memberCount WHERE memberCount > 100 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Trainer""}) WITH ent1, COUNT(DISTINCT ent3) AS trainerCount WHERE trainerCount < 5 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
"If a Museum has more than 50 Exhibits, it must have at least 3 Curators.","Activity: [], EntityType: [""Museum"", ""Exhibit"", ""Curator""], Actor: []","MATCH (ent1:Entity {EntityType: ""Museum""})-[:REL]-(ent2:Entity {EntityType: ""Exhibit""}) WITH ent1, COUNT(DISTINCT ent2) AS exhibitCount WHERE exhibitCount > 50 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Curator""}) WITH ent1, COUNT(DISTINCT ent3) AS curatorCount WHERE curatorCount < 3 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
A Zoo with more than 30 Animals must have at least 4 Zookeepers.,"Activity: [], EntityType: [""Zoo"", ""Animal"", ""Zookeeper""], Actor: []","MATCH (ent1:Entity {EntityType: ""Zoo""})-[:REL]-(ent2:Entity {EntityType: ""Animal""}) WITH ent1, COUNT(DISTINCT ent2) AS animalCount WHERE animalCount > 30 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Zookeeper""}) WITH ent1, COUNT(DISTINCT ent3) AS zookeeperCount WHERE zookeeperCount < 4 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
"If a Theater has more than 20 Shows, it must have at least 3 Directors.","Activity: [], EntityType: [""Theater"", ""Show"", ""Director""], Actor: []","MATCH (ent1:Entity {EntityType: ""Theater""})-[:REL]-(ent2:Entity {EntityType: ""Show""}) WITH ent1, COUNT(DISTINCT ent2) AS showCount WHERE showCount > 20 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Director""}) WITH ent1, COUNT(DISTINCT ent3) AS directorCount WHERE directorCount < 3 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
A Farm with more than 50 Animals must have at least 5 Farmers.,"Activity: [], EntityType: [""Farm"", ""Animal"", ""Farmer""], Actor: []","MATCH (ent1:Entity {EntityType: ""Farm""})-[:REL]-(ent2:Entity {EntityType: ""Animal""}) WITH ent1, COUNT(DISTINCT ent2) AS animalCount WHERE animalCount > 50 OPTIONAL MATCH (ent1)-[:REL]-(ent3:Entity {EntityType: ""Farmer""}) WITH ent1, COUNT(DISTINCT ent3) AS farmerCount WHERE farmerCount < 5 RETURN CASE WHEN COUNT(ent1) > 0 THEN false ELSE true END AS ruleHolds"
"On average, no more than 5 events of type ""Order Creation"" may occur on a Saturday.","Activity: [""Order Creation""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Order Creation""}) WHERE date(e.timestamp).dayOfWeek = 6 WITH date(e.timestamp) AS orderDate, COUNT(e) AS ordersPerDay WITH AVG(ordersPerDay) AS avgOrders RETURN avgOrders <= 5 AS ruleSatisfied"
"The average number of ""Customer Support"" events on Sundays must not exceed 3.","Activity: [""Customer Support""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Customer Support""}) WHERE date(e.timestamp).dayOfWeek = 7 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 3 AS ruleSatisfied"
"Ensure that, on average, fewer than 10 ""Product Delivery"" events happen on Mondays.","Activity: [""Product Delivery""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Product Delivery""}) WHERE date(e.timestamp).dayOfWeek = 1 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 10 AS ruleSatisfied"
"No more than 2 ""Training Session"" events, on average, should take place on Tuesdays.","Activity: [""Training Session""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Training Session""}) WHERE date(e.timestamp).dayOfWeek = 2 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 2 AS ruleSatisfied"
"The average count of ""Order Cancellation"" events on Wednesdays must stay below 7.","Activity: [""Order Cancellation""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Order Cancellation""}) WHERE date(e.timestamp).dayOfWeek = 3 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 7 AS ruleSatisfied"
"On Thursdays, the average number of ""Payment Processing"" events should not surpass 4.","Activity: [""Payment Processing""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Payment Processing""}) WHERE date(e.timestamp).dayOfWeek = 4 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 4 AS ruleSatisfied"
"Fridays should not see more than 6 ""Inventory Update"" events on average.","Activity: [""Inventory Update""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Inventory Update""}) WHERE date(e.timestamp).dayOfWeek = 5 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 6 AS ruleSatisfied"
"The average number of ""Shipment Dispatch"" events on Saturdays must remain under 8.","Activity: [""Shipment Dispatch""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Shipment Dispatch""}) WHERE date(e.timestamp).dayOfWeek = 6 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 8 AS ruleSatisfied"
"On Sundays, the average count of ""Maintenance Activity"" events should not exceed 1.","Activity: [""Maintenance Activity""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Maintenance Activity""}) WHERE date(e.timestamp).dayOfWeek = 7 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 1 AS ruleSatisfied"
"On Tuesdays, the average number of email campaigns sent must stay below 5.","Activity: [""Email Campaign""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Email Campaign""}) WHERE date(e.timestamp).dayOfWeek = 2 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 5 AS ruleSatisfied"
The average number of feedback surveys collected on Wednesdays should not surpass 4.,"Activity: [""Feedback Collection""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Feedback Collection""}) WHERE date(e.timestamp).dayOfWeek = 3 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 4 AS ruleSatisfied"
"On Thursdays, ensure that the average number of bug fixes does not exceed 6.","Activity: [""Bug Fix""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Bug Fix""}) WHERE date(e.timestamp).dayOfWeek = 4 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 6 AS ruleSatisfied"
The average count of server maintenance tasks on Fridays must remain under 7.,"Activity: [""Server Maintenance""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Server Maintenance""}) WHERE date(e.timestamp).dayOfWeek = 5 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 7 AS ruleSatisfied"
"On Saturdays, the average number of orders processed should not go above 5.","Activity: [""Order Processing""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Order Processing""}) WHERE date(e.timestamp).dayOfWeek = 6 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 5 AS ruleSatisfied"
Ensure that the average number of new customer onboarding tasks on Sundays is no more than 3.,"Activity: [""Customer Onboarding""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Customer Onboarding""}) WHERE date(e.timestamp).dayOfWeek = 7 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 3 AS ruleSatisfied"
"On Mondays, the average number of product launches must not exceed 2.","Activity: [""Product Launch""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Product Launch""}) WHERE date(e.timestamp).dayOfWeek = 1 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 2 AS ruleSatisfied"
"On Saturdays, the average number of ""Order Processing"" events should not go above 5.","Activity: [""Order Processing""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Order Processing""}) WHERE date(e.timestamp).dayOfWeek = 6 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 5 AS ruleSatisfied"
"Ensure that the average number of ""Customer Onboarding"" events on Sundays is no more than 3.","Activity: [""Customer Onboarding""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Customer Onboarding""}) WHERE date(e.timestamp).dayOfWeek = 7 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 3 AS ruleSatisfied"
"On Mondays, the average number of ""Product Launch"" events must not exceed 2.","Activity: [""Product Launch""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Product Launch""}) WHERE date(e.timestamp).dayOfWeek = 1 WITH date(e.timestamp) AS eventDate, COUNT(e) AS eventsPerDay WITH AVG(eventsPerDay) AS avgEvents RETURN avgEvents <= 2 AS ruleSatisfied"
"In each week, no more than 3 Create Order events may occur between Monday and Friday.","Activity: [""Create Order""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Create Order""}) WHERE date(e.timestamp).dayOfWeek >= 1 AND date(e.timestamp).dayOfWeek <= 5 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 3 THEN false ELSE true END AS ruleSatisfied"
"Ensure that, in any given week, there are no more than 5 instances of customer support interactions from Tuesday to Thursday.","Activity: [""Customer Support""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Customer Support""}) WHERE date(e.timestamp).dayOfWeek >= 2 AND date(e.timestamp).dayOfWeek <= 4 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 5 THEN false ELSE true END AS ruleSatisfied"
The number of product delivery events between Wednesday and Saturday must not exceed 4 in any week.,"Activity: [""Product Delivery""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Product Delivery""}) WHERE date(e.timestamp).dayOfWeek >= 3 AND date(e.timestamp).dayOfWeek <= 6 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 4 THEN false ELSE true END AS ruleSatisfied"
No more than 2 training sessions are allowed from Friday to Sunday in a single week.,"Activity: [""Training Session""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Training Session""}) WHERE date(e.timestamp).dayOfWeek >= 5 AND date(e.timestamp).dayOfWeek <= 7 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 2 THEN false ELSE true END AS ruleSatisfied"
"In any week, the count of payment processing events between Monday and Wednesday should not surpass 6.","Activity: [""Payment Processing""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Payment Processing""}) WHERE date(e.timestamp).dayOfWeek >= 1 AND date(e.timestamp).dayOfWeek <= 3 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 6 THEN false ELSE true END AS ruleSatisfied"
"Ensure that, during weekends (Saturday and Sunday), no more than 1 system update event occurs.","Activity: [""System Update""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""System Update""}) WHERE date(e.timestamp).dayOfWeek >= 6 AND date(e.timestamp).dayOfWeek <= 7 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 1 THEN false ELSE true END AS ruleSatisfied"
The maximum number of shipment dispatch events allowed between Thursday and Saturday in a week is 3.,"Activity: [""Shipment Dispatch""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Shipment Dispatch""}) WHERE date(e.timestamp).dayOfWeek >= 4 AND date(e.timestamp).dayOfWeek <= 6 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 3 THEN false ELSE true END AS ruleSatisfied"
"In each week, the number of inventory update events from Tuesday to Friday must not exceed 7.","Activity: [""Inventory Update""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Inventory Update""}) WHERE date(e.timestamp).dayOfWeek >= 2 AND date(e.timestamp).dayOfWeek <= 5 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 7 THEN false ELSE true END AS ruleSatisfied"
No more than 4 maintenance activity events are permitted between Monday and Thursday in any given week.,"Activity: [""Maintenance Activity""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Maintenance Activity""}) WHERE date(e.timestamp).dayOfWeek >= 1 AND date(e.timestamp).dayOfWeek <= 4 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 4 THEN false ELSE true END AS ruleSatisfied"
The weekly limit for user registration events between Wednesday and Friday is 5.,"Activity: [""User Registration""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""User Registration""}) WHERE date(e.timestamp).dayOfWeek >= 3 AND date(e.timestamp).dayOfWeek <= 5 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 5 THEN false ELSE true END AS ruleSatisfied"
No more than 3 events of type Create Order are allowed between Monday and Friday in any week.,"Activity: [""Create Order""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Create Order""}) WHERE date(e.timestamp).dayOfWeek >= 1 AND date(e.timestamp).dayOfWeek <= 5 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 3 THEN false ELSE true END AS ruleSatisfied"
"Ensure that, in any given week, there are no more than 5 events of Activity: Customer Support between Tuesday and Thursday.","Activity: [""Customer Support""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Customer Support""}) WHERE date(e.timestamp).dayOfWeek >= 2 AND date(e.timestamp).dayOfWeek <= 4 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 5 THEN false ELSE true END AS ruleSatisfied"
The number of Product Delivery events  between Wednesday and Saturday must not exceed 4 in any week.,"Activity: [""Product Delivery""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Product Delivery""}) WHERE date(e.timestamp).dayOfWeek >= 3 AND date(e.timestamp).dayOfWeek <= 6 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 4 THEN false ELSE true END AS ruleSatisfied"
No more than 2 events of type Training Session are allowed from Friday to Sunday in a single week.,"Activity: [""Training Session""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Training Session""}) WHERE date(e.timestamp).dayOfWeek >= 5 AND date(e.timestamp).dayOfWeek <= 7 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 2 THEN false ELSE true END AS ruleSatisfied"
"In any week, the count of Activity: Payment Processing between Monday and Wednesday should not surpass 6.","Activity: [""Payment Processing""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Payment Processing""}) WHERE date(e.timestamp).dayOfWeek >= 1 AND date(e.timestamp).dayOfWeek <= 3 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 6 THEN false ELSE true END AS ruleSatisfied"
"Ensure that, during weekends, no more than 1 event of type System Update occurs.","Activity: [""System Update""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""System Update""}) WHERE date(e.timestamp).dayOfWeek >= 6 AND date(e.timestamp).dayOfWeek <= 7 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 1 THEN false ELSE true END AS ruleSatisfied"
The maximum number of Shipment Dispatch allowed between Thursday and Saturday in a week is 3.,"Activity: [""Shipment Dispatch""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Shipment Dispatch""}) WHERE date(e.timestamp).dayOfWeek >= 4 AND date(e.timestamp).dayOfWeek <= 6 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 3 THEN false ELSE true END AS ruleSatisfied"
"In each week, the number of events of type Activity: Inventory Update from Tuesday to Friday must not exceed 7.","Activity: [""Inventory Update""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Inventory Update""}) WHERE date(e.timestamp).dayOfWeek >= 2 AND date(e.timestamp).dayOfWeek <= 5 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 7 THEN false ELSE true END AS ruleSatisfied"
"No more than 4 events  ""Maintenance Activity"" are permitted between Monday and Thursday in any given week.","Activity: [""Maintenance Activity""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""Maintenance Activity""}) WHERE date(e.timestamp).dayOfWeek >= 1 AND date(e.timestamp).dayOfWeek <= 4 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 4 THEN false ELSE true END AS ruleSatisfied"
The weekly limit for events User Registration between Wednesday and Friday is 5.,"Activity: [""User Registration""], EntityType: [], Actor: []","MATCH (e:Event {Activity: ""User Registration""}) WHERE date(e.timestamp).dayOfWeek >= 3 AND date(e.timestamp).dayOfWeek <= 5 WITH date(e.timestamp).year AS year, date(e.timestamp).week AS week, COUNT(e) AS eventsPerWeek RETURN CASE WHEN MAX(eventsPerWeek) > 5 THEN false ELSE true END AS ruleSatisfied"
"The average time between an event of type ""Submit Support Ticket"" for an entity of type ""Ticket"" and an event of type ""Send First Response"" for an entity of type ""Response"" related to that ""Ticket"" should be less than 2 hours.","Activity: [""Submit Support Ticket"", ""Send First Response""], EntityType: [""Ticket"", ""Response""], Actor: []","MATCH (e1:Event {Activity:""Submit Support Ticket""})-[:CORR]->(ent1:Entity {EntityType: ""Ticket""})-[:REL]-(ent2:Entity {EntityType:""Response""})<-[:CORR]-(e2:Event {Activity:""Send First Response""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (2*60*60) as ruleSatisfied"
"The typical delay between the activity ""Schedule Delivery"" for an entity of type ""Order"" and the activity ""Dispatch Item"" for an entity of type ""Shipment"" related to that ""Order"" must not exceed 24 hours.","Activity: [""Schedule Delivery"", ""Dispatch Item""], EntityType: [""Order"", ""Shipment""], Actor: []","MATCH (e1:Event {Activity:""Schedule Delivery""})-[:CORR]->(ent1:Entity {EntityType: ""Order""})-[:REL]-(ent2:Entity {EntityType:""Shipment""})<-[:CORR]-(e2:Event {Activity:""Dispatch Item""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (24*60*60) as ruleSatisfied"
"The average time from an event ""User Registration"" for an entity of type ""User"" until an event ""First Purchase"" for an entity of type ""Transaction"" related to that ""User"" should be greater than 1 day.","Activity: [""User Registration"", ""First Purchase""], EntityType: [""User"", ""Transaction""], Actor: []","MATCH (e1:Event {Activity:""User Registration""})-[:CORR]->(ent1:Entity {EntityType: ""User""})-[:REL]-(ent2:Entity {EntityType:""Transaction""})<-[:CORR]-(e2:Event {Activity:""First Purchase""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) > (1*24*60*60) as ruleSatisfied"
"The average time between the activity ""Submit Leave Request"" for an entity of type ""Employee"" before the activity ""Approve Leave"" for an entity of type ""Request"" related to that ""Employee"" must not exceed 3 days.","Activity: [""Submit Leave Request"", ""Approve Leave""], EntityType: [""Employee"", ""Request""], Actor: []","MATCH (e1:Event {Activity:""Submit Leave Request""})-[:CORR]->(ent1:Entity {EntityType: ""Employee""})-[:REL]-(ent2:Entity {EntityType:""Request""})<-[:CORR]-(e2:Event {Activity:""Approve Leave""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (3*24*60*60) as ruleSatisfied"
"The average time between the activity ""Place Order"" for an entity of type ""Order"" and the following activity ""Process Payment"" for an entity of type ""Payment"" related to that ""Order"" should not be less than 30 minutes.","Activity: [""Place Order"", ""Process Payment""], EntityType: [""Order"", ""Payment""], Actor: []","MATCH (e1:Event {Activity:""Place Order""})-[:CORR]->(ent1:Entity {EntityType: ""Order""})-[:REL]-(ent2:Entity {EntityType:""Payment""})<-[:CORR]-(e2:Event {Activity:""Process Payment""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) > (30*60) as ruleSatisfied"
"The time gap between the activity ""Schedule Delivery"" for an ""Order"" until the related ""Shipment"" undergoing ""Dispatch Item"" should, on average, be less than 24 hours.","Activity: [""Schedule Delivery"", ""Dispatch Item""], EntityType: [""Order"", ""Shipment""], Actor: []","MATCH (e1:Event {Activity:""Schedule Delivery""})-[:CORR]->(ent1:Entity {EntityType: ""Order""})-[:REL]-(ent2:Entity {EntityType:""Shipment""})<-[:CORR]-(e2:Event {Activity:""Dispatch Item""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (24*60*60) as ruleSatisfied"
"On average, at least 1 day should pass between a ""User"" completing the activity ""User Registration"" before the linked ""Transaction"" performing ""First Purchase.""","Activity: [""User Registration"", ""First Purchase""], EntityType: [""User"", ""Transaction""], Actor: []","MATCH (e1:Event {Activity:""User Registration""})-[:CORR]->(ent1:Entity {EntityType: ""User""})-[:REL]-(ent2:Entity {EntityType:""Transaction""})<-[:CORR]-(e2:Event {Activity:""First Purchase""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) > (1*24*60*60) as ruleSatisfied"
"On average, an ""Employee"" who performs ""Submit Leave Request"" should receive approval for their linked ""Request"" within 3 days.","Activity: [""Submit Leave Request"", ""Approve Leave""], EntityType: [""Employee"", ""Request""], Actor: []","MATCH (e1:Event {Activity:""Submit Leave Request""})-[:CORR]->(ent1:Entity {EntityType: ""Employee""})-[:REL]-(ent2:Entity {EntityType:""Request""})<-[:CORR]-(e2:Event {Activity:""Approve Leave""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (3*24*60*60) as ruleSatisfied"
